Marker Chrom Pos_start
Chr8SNP1545 8 55.479453
Chr8SNP1587 8 56.783562
Chr8SNP1601 8 57.331507
Chr8SNP1613 8 57.693151
Chr8SNP1644 8 58.624658
Chr8SNP1656 8 58.898631
Chr8SNP1657 8 58.920548
Chr8SNP1679 8 59.643836
Chr8SNP1716 8 61.068494
Chr8SNP1728 8 61.638357
Chr8SNP1730 8 61.70411
Chr8SNP1740 8 61.989042
Chr8SNP1762 8 62.876713
Chr8SNP1765 8 62.953425
Chr8SNP1776 8 63.293151
Chr8SNP1810 8 64.158905
Chr8SNP1834 8 64.849316
Chr8SNP1865 8 66.164384
Chr8SNP1866 8 66.186302
Chr8SNP1873 8 66.339727
Chr8SNP1899 8 66.953425
Chr8SNP1911 8 67.358905
Chr8SNP1923 8 67.643836
Chr8SNP1924 8 67.654795
Chr8SNP1946 8 68.312329
Chr8SNP1971 8 69.145206
Chr8SNP1989 8 69.583562
Chr8SNP2026 8 70.580822
Chr8SNP2028 8 70.60274
Chr8SNP2035 8 70.90959
Chr8SNP2037 8 71.030137
Chr8SNP2058 8 71.654795
Chr8SNP2072 8 71.961644
Chr8SNP2078 8 72.093151
Chr8SNP2089 8 72.30137
Chr8SNP2108 8 72.926028
Chr8SNP2128 8 73.561644
Chr8SNP2138 8 73.945206
Chr8SNP2166 8 74.712329
Chr8SNP2172 8 74.821918
Chr8SNP2185 8 75.183562
Chr8SNP2187 8 75.227398
Chr8SNP2190 8 75.30411
Chr8SNP2192 8 75.336987
Chr8SNP2195 8 75.413699
Chr8SNP2203 8 75.6
Chr8SNP2204 8 75.654795
Chr8SNP2290 8 77.934247
Chr8SNP2325 8 79.293151
Chr9SNP5 9 0.180822
Chr9SNP8 9 0.30137
Chr9SNP45 9 1.583562
Chr9SNP49 9 1.736987
Chr9SNP68 9 2.361644
Chr9SNP121 9 3.972603
Chr9SNP170 9 5.627398
Chr9SNP180 9 5.879453
Chr9SNP211 9 7.084932
Chr9SNP228 9 7.687672
Chr9SNP251 9 8.553425
Chr9SNP252 9 8.597261
Chr9SNP280 9 9.857535
Chr9SNP314 9 10.931507
Chr9SNP326 9 11.457535
Chr9SNP399 9 15.326028
Chr9SNP430 9 16.268494
Chr9SNP438 9 16.553425
Chr9SNP521 9 20.136987
Chr9SNP537 9 20.695891
Chr9SNP539 9 20.728768
Chr9SNP546 9 20.936987
Chr9SNP558 9 21.364384
Chr9SNP570 9 21.912329
Chr9SNP583 9 22.60274
Chr9SNP610 9 23.468494
Chr9SNP655 9 25.912329
Chr9SNP704 9 27.70959
Chr9SNP710 9 27.884932
Chr9SNP718 9 28.147946
Chr9SNP741 9 28.915069
Chr9SNP760 9 29.441096
Chr9SNP806 9 30.8
Chr9SNP829 9 31.534247
Chr9SNP852 9 32.224658
Chr9SNP854 9 32.268494
Chr9SNP886 9 33.189042
Chr9SNP923 9 34.131507
Chr9SNP949 9 34.898631
Chr9SNP1014 9 37.298631
Chr9SNP1017 9 37.375343
Chr9SNP1025 9 37.572603
Chr9SNP1027 9 37.60548
Chr9SNP1034 9 37.758905
Chr9SNP1062 9 38.438357
Chr9SNP1072 9 38.70137
Chr9SNP1075 9 38.876713
Chr9SNP1086 9 39.249316
Chr9SNP1096 9 39.621918
Chr9SNP1113 9 40.10411
Chr9SNP1158 9 41.156165
Chr9SNP1181 9 41.846576
Chr9SNP1214 9 42.712329
Chr9SNP1221 9 42.90959
Chr9SNP1229 9 43.194521
Chr9SNP1234 9 43.326028
Chr9SNP1264 9 44.367124
Chr9SNP1265 9 44.378083
Chr9SNP1285 9 44.926028
Chr9SNP1293 9 45.123288
Chr9SNP1316 9 45.50685
Chr9SNP1318 9 45.572603
Chr9SNP1322 9 45.747946
Chr9SNP1370 9 47.216439
Chr9SNP1375 9 47.468494
Chr9SNP1419 9 48.915069
Chr9SNP1442 9 49.813699
Chr9SNP1459 9 50.295891
Chr9SNP1477 9 50.865754
Chr9SNP1508 9 51.742466
Chr9SNP1509 9 51.775343
Chr9SNP1572 9 54.20822
Chr9SNP1574 9 54.295891
Chr9SNP1576 9 54.394521
Chr9SNP1587 9 54.90959
Chr9SNP1609 9 55.753425
Chr9SNP1616 9 55.961644
Chr9SNP1619 9 56.027398
Chr9SNP1657 9 57.024658
Chr9SNP1675 9 57.473973
Chr9SNP1680 9 57.660274
Chr9SNP1754 9 60.487672
Chr9SNP1797 9 62.197261
Chr9SNP1838 9 63.621918
Chr9SNP1848 9 63.884932
Chr9SNP1865 9 64.60822
Chr9SNP1885 9 65.232877
Chr9SNP1971 9 67.873973
Chr9SNP2000 9 68.531507
Chr9SNP2008 9 68.772603
Chr9SNP2025 9 69.189042
Chr9SNP2051 9 69.868494
Chr9SNP2073 9 70.460274
Chr9SNP2080 9 70.778083
Chr9SNP2106 9 71.490411
Chr9SNP2125 9 72.180822
Chr9SNP2181 9 73.813699
Chr9SNP2183 9 73.978083
Chr9SNP2186 9 74.175343
Chr9SNP2203 9 75.380822
Chr9SNP2206 9 75.512329
Chr9SNP2209 9 75.632877
Chr9SNP2238 9 76.80548
Chr9SNP2247 9 77.079453
Chr9SNP2254 9 77.484932
